Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
201050AY2H004,1,1,1,2,29,7,3,0,3,0,0,-1,5,1
201060L094434,1,1,2,2,29,6,3,0,0,0,0,-1,9,1
201060L132108,3,1,1,2,39,6,3,0,1,0,0,-1,0,1
201060L132733,1,1,1,1,30,-1,3,0,9,0,0,-1,0,1
201060L171397,2,1,2,2,24,7,3,4,3,0,0,-1,9,1
201004EA10132,2,1,2,1,14,7,3,0,3,0,0,-1,9,1
201006X029897,2,2,1,1,54,7,3,0,1,0,0,-1,3,1
201011SA16850,1,1,1,1,39,-1,3,0,0,0,0,-1,0,-1
201022F002322,1,1,1,2,58,7,3,0,1,0,0,-1,9,1
201022F005514,1,1,1,1,39,7,3,0,3,0,4,-1,9,1
201030D000242,1,2,1,1,74,6,3,0,0,0,0,-1,9,1
2010400D02295,1,1,3,1,49,6,3,1,0,0,0,-1,9,1
2010550C50996,2,1,3,2,31,8,3,0,1,0,0,-1,5,1
201050GW3N003,1,1,3,2,26,6,3,0,0,0,0,-1,11,1
201042I101404,2,1,1,1,29,9,3,0,0,0,4,-1,3,1
201042I320509,1,1,2,2,6,-1,3,0,0,0,0,-1,2,1
2010400D02295,1,1,1,1,37,7,3,0,1,0,0,-1,0,1
201042I101404,2,1,1,1,40,6,3,0,0,0,0,-1,9,1
201042I320509,1,2,2,2,29,6,3,0,3,0,0,-1,0,1
201050GW3N003,1,1,3,1,29,6,3,5,1,0,0,-1,11,1
2010550C50996,2,1,3,1,68,3,3,0,0,0,4,-1,1,1
201004CK10136,1,1,1,1,40,6,3,5,0,0,0,-1,11,1
201006J033485,1,1,1,1,58,-1,3,0,0,0,0,-1,0,-1
20103102B2537,3,1,1,1,22,5,2,0,3,0,0,-1,9,1
201030C000769,2,2,1,1,50,6,3,5,0,0,0,-1,9,1
201042I400411,1,1,1,1,59,8,3,0,0,1,0,-1,11,1
201042I400411,1,1,1,2,68,7,3,0,0,1,0,-1,0,1
201014C057210,1,1,3,2,25,9,3,4,0,0,4,-1,3,-1
201045GU49293,2,2,2,1,58,6,3,0,0,0,0,-1,0,1
201045GU49293,2,1,3,1,-1,4,3,0,0,0,0,-1,1,1
201006L031203,2,1,1,2,36,10,3,0,0,0,1,-1,5,-1
201030C000087,3,1,3,1,28,7,3,0,0,0,0,-1,8,1
201032C263410,2,2,1,1,36,7,3,0,0,1,0,-1,11,1
201001ZD30324,1,2,1,2,49,5,2,0,0,0,0,-1,0,1
201045WA52016,1,1,3,1,23,2,3,4,0,0,0,-1,8,1
201045SU56359,1,1,1,2,37,6,3,0,0,0,0,-1,0,1
201043R175080,1,1,2,1,54,6,3,0,0,0,0,-1,0,-1
201054EZ27710,1,1,3,2,28,6,3,0,0,0,0,-1,11,1
20104100F0099,2,1,3,1,24,6,3,0,0,0,0,-1,5,1
201001HT20152,2,1,1,1,9,6,3,0,0,0,0,-1,9,1
201001JI40084,1,1,2,2,37,6,3,0,0,0,0,-1,3,1
20104100F0099,2,2,1,2,34,6,3,0,0,0,4,-1,1,1
201043R175080,1,1,3,1,39,8,3,5,0,0,0,-1,0,1
201045SU56359,1,1,3,1,54,5,3,0,0,0,0,-1,4,1
201045WA52016,1,1,1,1,35,6,3,0,9,0,0,-1,9,-1
201054EZ27710,1,1,1,1,19,7,3,0,0,0,0,-1,1,1
201060L032629,2,1,1,1,49,9,3,0,0,0,0,-1,1,-1
201001HT20152,2,1,3,2,28,6,3,0,0,0,0,-1,3,1
201001JI40084,1,1,1,2,20,4,3,0,0,0,0,-1,9,1
201001TX20704,2,2,1,2,49,8,3,0,0,0,0,-1,0,-1
201001TX20801,2,1,1,1,61,7,3,0,0,0,0,-1,8,-1
201001VK30037,1,1,1,1,26,8,3,0,0,0,0,-1,1,1
201001YR90889,2,5,1,1,25,4,3,0,0,0,0,-1,0,1
201004DL10115,1,1,1,1,26,10,3,0,8,0,0,-1,1,1
201004FL10039,1,1,1,1,45,3,3,0,0,0,0,-1,0,1
201005EE01236,2,2,1,2,54,8,3,0,0,0,0,-1,0,1
201006G032398,1,1,1,1,54,7,3,0,0,0,0,-1,4,1
2010160A03031,1,2,2,1,20,7,3,0,0,0,0,-1,11,1
201020H005012,1,1,1,1,38,7,3,0,0,1,0,-1,9,1
201020M006313,2,2,1,1,31,7,3,0,0,0,0,-1,9,1
201020N003710,2,1,1,1,49,6,3,5,1,0,0,-1,9,1
201020T036900,2,2,1,2,26,6,3,0,0,0,0,-1,1,1
20102100X0031,1,1,1,1,26,5,3,0,0,0,0,-1,5,-1
201030C000732,1,1,1,1,54,8,3,0,0,0,0,-1,0,-1
201043R143040,2,1,1,1,28,7,3,0,1,0,0,-1,0,-1
201045WO53841,2,1,2,2,50,5,3,0,0,0,0,-1,11,1
201045EL49364,1,1,1,1,30,10,2,0,3,0,0,-1,9,1
201001CW12438,1,1,1,2,41,6,3,0,1,0,0,-1,3,1
201001JC30137,1,1,1,1,39,9,3,0,0,0,0,-1,3,-1
201001SX20077,1,1,3,2,61,3,3,0,3,0,0,-1,3,1
201001SX21314,1,2,3,2,23,6,3,0,1,0,0,-1,0,1
201043R143040,2,1,1,1,61,5,3,4,0,0,0,-1,0,1
201045EL49364,1,1,1,2,47,5,3,0,1,0,1,-1,3,-1
201045WO53841,2,1,1,1,65,7,3,0,3,0,0,-1,1,1
201001JC30137,1,1,2,2,-1,4,3,4,0,0,0,-1,0,1
201001SX20077,1,1,3,1,26,8,3,0,4,0,0,-1,9,-1
201001SX21314,1,1,3,1,24,9,3,0,0,0,0,-1,0,-1
201001ZD30168,2,1,1,2,25,6,3,0,0,0,0,-1,9,1
201020D023511,1,1,1,2,28,2,3,0,0,0,0,-1,5,1
201020L006350,2,1,1,2,36,9,3,0,0,0,0,-1,0,1
201043P052010,1,2,3,1,42,6,3,0,0,0,0,-1,3,1
201037B044008,1,3,3,1,19,5,3,0,0,0,4,-1,0,1
201037B044008,1,1,1,2,6,4,3,0,0,0,0,-1,9,1
201043P052010,1,1,3,1,45,5,3,0,0,0,0,-1,0,1
201001VW40428,1,2,1,2,43,7,3,0,0,0,0,-1,0,-1
201001ZD31088,2,1,1,2,37,8,3,0,0,1,0,-1,5,-1
201005DD06796,1,1,1,1,29,11,3,0,0,0,4,-1,0,1
20105500C0784,1,1,3,2,38,4,3,0,3,0,4,-1,3,-1
201001CW11815,3,3,3,1,30,7,3,7,0,0,4,-1,9,1
201001MM70848,1,1,3,2,28,9,3,0,0,0,0,-1,5,1
20105500C0784,1,1,1,2,-1,3,2,0,0,0,0,-1,3,-1
201001MM70848,1,1,1,1,13,6,3,0,0,0,0,-1,0,1
201014C138610,1,2,3,1,42,7,3,0,0,0,0,-1,3,1
201020S023220,1,1,2,1,45,7,3,4,0,0,0,-1,11,1
201030A000064,1,1,1,1,19,6,3,0,0,0,4,-1,3,1
20105500D1023,1,1,2,1,23,9,3,0,0,0,0,-1,0,-1
20105500D0649,1,1,1,1,26,3,3,0,0,2,0,-1,11,1
201037B044241,1,1,1,1,75,7,3,0,3,0,4,-1,0,-1
201042I074803,1,2,3,1,54,7,3,0,0,2,4,-1,0,1
201045GU48176,1,1,1,2,24,5,3,7,0,0,0,-1,9,1
201050GW3L006,1,2,3,2,23,6,3,1,0,0,0,-1,5,1
201037B044241,1,1,2,2,45,6,3,0,0,0,0,-1,9,1
201042I074803,1,1,1,1,38,7,3,5,0,0,0,-1,9,1
201045GU48176,1,1,3,1,54,6,3,0,0,0,0,-1,0,1
201050GW3L006,1,1,1,1,29,7,2,1,0,0,0,-1,1,-1
20105500D0649,1,1,1,2,19,6,3,0,0,0,0,-1,1,-1
20105500D1023,1,1,1,1,29,5,3,0,0,0,0,-1,0,1
201060L216591,2,1,1,1,56,7,3,0,0,0,0,-1,0,1
201022E006234,1,1,1,2,29,7,3,0,0,0,0,-1,3,1
201022E100014,2,1,1,1,45,9,3,0,0,0,0,-1,9,1
201030B000039,1,1,3,1,29,7,3,5,0,0,0,-1,9,-1
201050EP2A002,1,1,1,2,-1,7,3,1,0,1,0,-1,3,1
201050EP2A002,1,2,1,1,54,8,3,0,1,0,0,-1,0,1
201043W173120,1,1,1,1,26,7,3,4,0,0,0,-1,2,1
201043W173120,1,1,3,2,24,4,3,0,0,0,0,-1,3,-1
201032B049410,1,1,1,2,-1,4,3,0,0,0,0,-1,9,-1
201050JC4V021,1,2,1,2,38,6,3,0,0,0,0,-1,5,1
201050JC4V021,1,1,1,1,28,6,3,0,0,0,0,-1,1,1
201050ED2C003,1,1,2,2,49,6,3,0,0,0,2,-1,0,1
20104100A0697,1,1,1,2,-1,-1,3,0,4,0,0,-1,1,1
201043W185110,1,1,1,1,14,3,3,10,0,0,4,-1,9,-1
20104100A0697,1,1,1,2,26,10,3,0,0,0,0,-1,3,1
201043W185110,1,1,1,2,14,9,3,0,0,0,0,-1,3,1
201050ED2C003,1,2,1,1,43,6,3,4,1,0,0,-1,3,1
201032D054510,1,1,2,1,86,6,3,0,3,0,0,-1,0,-1
201036T100014,1,2,1,1,61,6,3,0,1,0,0,-1,9,-1
201036T100014,1,1,1,2,75,5,3,0,1,0,0,-1,1,-1
201043P017120,2,2,1,1,28,4,3,4,1,0,0,-1,9,1
201043S024080,1,1,1,2,59,9,3,4,0,0,0,-1,11,1
201043W145100,1,2,3,2,26,3,3,0,3,0,0,-1,9,1
201045MO52045,2,1,1,1,39,7,3,0,0,0,0,-1,1,-1
201050JH2D005,1,1,1,1,21,5,2,0,9,0,0,-1,1,1
20104100G0349,1,1,3,2,54,5,3,0,0,0,0,-1,9,1
201042I341010,1,1,1,2,21,4,3,0,0,0,0,-1,3,1
2010550C49903,1,1,3,2,26,7,3,0,3,0,0,-1,0,1
201037B046256,1,1,3,2,59,7,3,4,0,0,0,-1,11,1
201043S069070,1,1,3,2,40,4,3,0,0,0,0,-1,1,1
201043R173080,2,4,1,2,28,3,3,0,1,0,0,-1,8,-1
201050ED2I011,2,1,1,2,9,8,3,0,0,0,0,-1,1,1
201037B044683,1,2,3,1,36,6,3,0,0,0,0,-1,3,1
201043P069020,1,1,3,2,36,7,3,0,0,0,0,-1,0,1
201054ES42610,2,1,2,2,28,7,3,0,0,0,3,-1,11,-1
201034NK50060,2,1,3,2,24,6,3,5,9,0,0,-1,11,1
201042I245207,1,1,3,1,23,6,3,5,0,0,4,-1,3,-1
201042I154205,3,1,1,1,24,2,3,0,0,0,1,-1,11,1
201045EP52852,1,1,1,1,29,5,3,0,0,0,0,-1,3,1
201042I035802,1,1,3,1,26,6,2,0,2,0,4,-1,0,-1
201043W138020,1,1,3,2,25,10,3,5,0,0,0,-1,3,1
201037L017780,1,1,1,2,37,6,3,0,3,0,0,-1,9,1
201037L018197,2,2,3,1,20,5,3,0,0,0,0,-1,11,1
201050CD3F003,3,1,2,1,33,6,3,0,0,1,0,-1,3,-1
201050GA2A005,1,1,1,2,74,2,2,0,0,0,0,-1,3,1
201037B044673,1,1,3,2,24,4,3,0,0,0,0,-1,5,-1
201043R169110,2,1,1,2,13,6,3,0,9,1,0,-1,0,-1
201054ET46110,2,1,3,1,56,7,3,4,2,0,0,-1,0,-1
201043P336090,1,1,2,1,48,6,3,0,0,0,2,-1,3,-1
201043P081030,1,1,3,2,54,6,3,0,0,0,0,-1,9,1
201037B045361,1,1,1,2,39,7,3,0,0,0,0,-1,3,1
201050BW3K002,1,1,1,1,24,7,3,1,0,0,0,-1,9,1
201050GT3W036,1,1,1,1,33,6,3,0,3,0,0,-1,9,1
201045WA48619,1,1,1,1,28,5,3,0,0,0,0,-1,9,-1
201001JI40046,1,1,1,1,56,4,3,0,0,0,0,-1,11,-1
201001JI40637,2,2,1,1,49,6,3,0,0,0,0,-1,3,1
201001KD50237,1,2,1,2,20,8,2,4,0,0,1,-1,11,1
201001MM70200,1,1,3,1,35,5,3,0,0,0,0,-1,9,-1
201001PL60429,1,1,1,2,54,3,3,0,0,0,4,-1,0,-1
201001QA10230,2,2,2,1,52,4,3,0,0,0,0,-1,3,1
201034NK50060,2,1,1,1,45,7,3,0,0,0,0,-1,1,1
201037B044673,1,1,1,1,13,8,2,0,0,0,0,-1,3,1
201037B044683,1,1,3,1,37,6,3,0,1,0,0,-1,5,1
201037B045361,1,5,1,1,29,2,3,0,1,0,0,-1,0,-1
201037B046256,1,1,1,1,-1,7,3,0,0,0,0,-1,9,-1
201037L017780,1,1,3,2,23,8,3,6,3,0,0,-1,11,-1
201037L018197,2,1,1,2,52,6,3,0,1,0,0,-1,0,-1
20104100G0349,1,1,2,1,54,6,3,0,0,0,0,-1,0,1
201042I035802,1,1,1,2,42,4,3,0,0,0,0,-1,11,1
201042I154205,3,1,1,2,29,2,3,4,3,0,0,-1,0,1
201042I245207,1,1,1,2,35,6,3,0,0,0,0,-1,11,1
201042I341010,1,1,3,1,45,3,3,0,0,0,0,-1,3,1
201043P017120,2,1,1,2,23,6,3,0,0,0,0,-1,0,1
201043P069020,1,1,3,2,37,6,2,0,1,0,0,-1,4,1
201043P081030,1,1,2,2,29,7,3,0,0,0,0,-1,9,1
201043P336090,1,1,1,1,26,7,3,1,1,0,0,-1,4,1
201043R169110,2,1,3,1,14,6,3,0,0,0,0,-1,9,-1
201043R173080,2,1,1,1,39,8,3,1,0,0,0,-1,3,-1
201043S024080,1,1,1,2,28,7,3,7,3,0,0,-1,0,1
201043S069070,1,1,3,1,49,7,3,5,0,0,0,-1,3,-1
201043W138020,1,1,1,2,28,-1,3,4,0,0,0,-1,11,-1
201043W145100,1,1,1,1,33,9,3,0,1,0,0,-1,3,1
201045EP52852,1,1,3,2,40,6,3,0,0,1,0,-1,0,1
201045MO52045,2,1,3,1,29,7,3,0,0,0,3,-1,3,1
201045WA48619,1,1,1,1,26,6,3,0,0,0,0,-1,0,-1
201050BW3K002,1,1,1,2,34,6,3,1,9,0,3,-1,3,1
201050CD3F003,3,1,1,1,34,9,3,0,0,0,0,-1,5,1
201050ED2I011,2,1,3,1,47,3,3,0,0,0,0,-1,0,-1
201050GA2A005,1,1,2,1,34,6,3,0,0,0,0,-1,3,1
201050GT3W036,1,1,1,2,52,4,3,0,3,0,0,-1,0,1
201050JH2D005,1,1,1,1,13,7,3,0,1,0,0,-1,0,1
201054ES42610,2,1,1,1,20,2,3,5,0,0,0,-1,5,1
201054ET46110,2,1,1,1,37,7,3,6,0,0,0,-1,0,1
2010550C49903,1,1,3,1,28,8,3,1,0,0,0,-1,0,1
201060L212699,1,1,3,1,45,6,3,7,0,0,3,-1,1,-1
201001JI40046,1,1,3,2,26,6,3,1,0,0,0,-1,11,1
201001JI40637,2,1,3,2,54,8,3,0,0,0,0,-1,0,-1
201001KD50237,1,1,3,1,31,8,3,0,0,0,0,-1,9,1
201001MM70200,1,1,1,1,29,-1,3,0,0,0,0,-1,0,1
201001PL60429,1,1,2,1,23,6,3,0,0,0,0,-1,11,1
201001QA10230,2,1,1,2,54,-1,3,0,0,0,0,-1,9,-1
201001TX20810,1,4,1,1,25,-1,3,0,0,0,0,-1,1,1
201001VK30222,1,1,1,1,54,6,3,0,0,0,0,-1,0,1
201001XD80166,1,2,1,1,19,7,3,0,0,0,0,-1,3,1
201001ZD30322,2,1,1,2,19,8,3,1,0,0,0,-1,1,1
201001ZD30594,1,2,2,1,56,7,3,0,1,0,0,-1,5,1
201004AN10098,2,1,1,2,19,7,3,5,0,0,0,-1,9,1
201004AX10036,1,1,1,2,54,9,3,0,3,0,0,-1,5,1
201004CM10099,2,1,3,1,13,6,3,1,3,0,0,-1,3,1
201004CM10107,2,1,3,2,40,4,3,0,0,0,0,-1,0,-1
201004EA10028,2,1,1,2,48,6,3,0,0,2,0,-1,11,1
201004EA10129,1,2,1,1,26,6,3,0,0,0,0,-1,9,1
201004EN10015,2,1,1,1,65,-1,3,0,0,1,4,-1,9,1
201004FA10044,2,1,1,1,37,6,3,0,0,0,0,-1,9,1
201004FA10047,2,1,1,1,-1,6,3,1,9,0,0,-1,11,1
201004FA10092,2,1,1,1,13,2,3,0,0,0,0,-1,9,1
201043W214010,1,1,1,1,35,6,3,0,1,0,0,-1,3,1
201045TA50788,1,1,1,1,-1,7,3,0,1,0,0,-1,9,3
201050JN2N036,2,1,1,2,26,5,3,0,0,0,0,-1,11,1
201042I158005,1,1,1,1,19,6,3,0,0,0,0,-1,9,1
20104100C1201,1,1,3,2,74,5,3,5,0,0,2,-1,9,1
201045RE50840,1,2,1,2,54,6,3,0,1,0,0,-1,9,1
201045RU55943,2,1,1,2,31,9,3,0,0,0,0,-1,3,1
20104100J0513,2,2,1,1,50,7,3,0,0,0,4,-1,9,1
201054EP38110,1,1,1,1,26,4,3,0,0,1,0,-1,9,1
201050EL2T006,2,2,1,1,9,7,3,0,0,2,0,-1,0,1
201042I198906,2,1,3,2,29,5,3,1,0,0,0,-1,0,1
201050FB2D025,1,1,3,1,28,8,3,4,0,0,0,-1,9,-1
201034TE09710,1,1,3,2,75,6,3,7,0,0,0,-1,9,-1
201037G028708,2,1,1,1,22,6,3,0,0,0,0,-1,0,1
201042I031101,1,2,1,2,13,6,2,0,0,0,4,-1,3,1
201050JN2K014,2,4,3,2,31,2,3,0,0,0,0,-1,3,1
201001PL60445,1,5,1,1,40,6,3,0,0,1,0,-1,5,1
201034TE09710,1,1,1,2,20,11,3,0,0,0,0,-1,9,1
201037G028708,2,1,2,1,38,6,3,0,0,0,0,-1,0,1
20104100C1201,1,1,3,2,42,5,3,4,0,0,0,-1,11,1
20104100J0513,2,1,1,1,33,4,2,0,0,0,0,-1,9,3
201042I031101,1,1,1,2,24,6,3,0,3,0,0,-1,9,1
201042I158005,1,1,1,2,29,3,3,0,3,0,0,-1,11,1
201042I198906,2,1,3,1,39,10,3,0,0,0,0,-1,11,1
201043W214010,1,1,1,2,-1,5,3,6,0,0,0,-1,0,1
201045RE50840,1,1,2,1,59,6,3,0,0,0,0,-1,9,1
201045RU55943,2,1,1,2,75,6,3,0,9,1,0,-1,11,1
201045TA50788,1,1,1,2,31,6,3,1,0,0,0,-1,0,-1
201050EL2T006,2,2,1,2,36,7,3,0,0,0,0,-1,9,1
201050FB2D025,1,1,3,2,56,7,3,0,3,1,0,-1,0,-1
201050JN2K014,2,1,2,1,37,8,3,0,1,0,0,-1,11,-1
201050JN2N036,2,1,1,2,28,5,3,0,0,0,0,-1,1,1
201054EP38110,1,1,2,2,24,-1,3,6,1,0,0,-1,0,-1
2010550D27617,1,1,1,1,26,6,3,0,0,0,0,-1,5,1
2010550D37511,1,1,3,2,45,7,3,1,0,0,0,-1,3,1
2010550D56022,2,1,1,1,13,6,3,0,0,0,0,-1,0,1
201060L037168,2,1,1,1,58,6,3,0,2,0,0,-1,0,-1
201060L080445,1,1,3,2,29,8,3,0,0,0,0,-1,0,1
201001PL60445,1,1,2,1,45,10,3,4,0,0,0,-1,11,1
201001TW60356,1,1,1,1,14,7,3,0,3,0,0,-1,1,1
201001TX20186,1,1,1,1,19,-1,3,0,0,0,0,-1,0,-1
201001XH30244,2,1,1,1,26,5,3,0,0,0,0,-1,9,1
201001YE80709,2,1,1,1,54,6,2,4,0,0,0,-1,5,1
201004AM10186,1,1,3,1,26,7,3,0,0,0,0,-1,1,1
201004EA10315,1,2,3,1,28,6,3,4,0,0,0,-1,3,1
201005AA03540,1,1,3,2,28,8,3,0,0,0,3,-1,0,1
201006G028267,2,1,1,2,26,6,3,7,0,0,0,-1,0,-1
201006K028252,2,1,1,2,48,-1,3,0,1,0,0,-1,9,-1
201006P035657,1,1,3,1,37,8,3,0,0,0,0,-1,2,1
201006P038220,2,1,1,1,14,10,3,0,0,0,0,-1,9,1
201006X029497,2,1,2,1,40,7,3,0,0,0,3,-1,3,1
201014A168810,1,1,2,1,39,3,3,5,1,0,0,-1,5,1
2010160D00301,1,1,1,2,28,7,3,4,0,0,0,-1,9,1
201020J007540,2,1,2,2,-1,7,3,0,0,0,0,-1,3,-1
201022D000934,1,1,2,1,26,9,3,4,0,0,0,-1,5,1
201030C000310,2,1,1,1,39,8,3,0,0,0,0,-1,8,1
201030M010060,1,1,1,2,54,5,3,4,0,0,4,-1,9,1
20103102A0622,1,2,1,1,29,4,3,0,0,0,0,-1,0,1
20103102C1659,2,1,2,2,25,5,3,0,0,0,0,-1,0,1
20103102C2259,2,1,2,1,37,5,3,0,0,0,0,-1,0,-1
201043N099110,1,1,1,2,39,6,3,1,1,0,0,-1,0,1
201043N196100,2,1,1,2,37,7,3,0,3,0,0,-1,11,1
201043W065020,2,1,1,1,20,9,3,0,0,0,0,-1,1,1
201042I083603,1,1,1,2,39,5,3,0,0,0,0,-1,0,1
201045RE49798,2,1,2,2,-1,8,3,5,0,0,0,-1,1,1
201043N058100,2,1,1,1,29,6,3,4,0,0,0,-1,5,1
201001FH10189,1,1,1,2,54,6,2,0,0,0,4,-1,0,1
201001KF60078,1,1,1,1,13,6,3,0,0,0,0,-1,1,1
201001PL60430,1,1,2,1,30,6,3,0,0,1,0,-1,5,1
201042I083603,1,2,3,2,-1,7,3,0,0,0,0,-1,0,-1
201043N058100,2,2,1,1,34,6,3,5,0,0,0,-1,9,1
201043N099110,1,1,1,1,42,6,3,0,0,0,0,-1,9,1
201043N196100,2,1,1,1,28,7,3,0,0,0,0,-1,9,-1
201043W065020,2,2,1,1,40,6,3,0,0,0,4,-1,5,1
201045RE49798,2,1,1,1,24,8,3,0,0,0,0,-1,0,1
201001FH10189,1,1,1,1,23,7,3,4,0,0,0,-1,3,-1
201001KF60078,1,1,1,1,43,6,3,6,0,0,0,-1,3,-1
201001PL60430,1,2,1,1,6,7,3,4,0,0,1,-1,11,1
201005AA01423,1,2,1,1,13,9,3,1,0,0,0,-1,3,-1
201006F029408,2,2,3,1,35,6,3,0,0,0,0,-1,11,-1
201006F038665,2,1,1,1,58,10,3,0,0,0,0,-1,9,1
201006FA29277,1,2,1,1,39,4,3,0,0,0,0,-1,1,1
201006L039048,1,1,1,1,-1,7,3,0,0,0,0,-1,3,1
201011NI17920,1,1,1,1,49,6,3,1,0,0,0,-1,1,-1
2010170S13220,2,1,1,2,29,6,3,0,0,0,4,-1,9,-1
201030D000190,2,1,3,1,20,7,3,0,0,0,0,-1,5,1
2010400C00941,2,1,3,1,21,6,2,5,0,0,0,-1,3,1
201054ES01410,2,1,2,1,68,5,3,0,0,0,0,-1,0,-1
2010400C00941,2,1,2,1,59,6,3,1,1,0,0,-1,11,1
201054ES01410,2,1,2,2,37,5,3,0,1,0,0,-1,11,1
201060L211761,1,1,1,2,6,4,3,0,0,0,0,-1,1,-1
201020L011460,1,1,1,1,47,6,3,0,1,0,0,-1,1,-1
2010170M12900,1,1,1,1,26,8,3,0,0,0,0,-1,3,1
201060L201197,1,1,1,2,30,7,3,0,0,0,4,-1,5,-1
201060L196650,1,2,1,1,47,-1,3,4,3,0,0,-1,0,1
201005FF06593,1,1,3,1,56,6,3,0,0,0,0,-1,0,1
201014K049210,1,2,1,1,39,5,3,10,0,0,0,-1,0,-1
201020L011030,2,1,3,1,42,6,3,0,0,0,0,-1,3,-1
201020T044450,1,1,2,1,38,7,3,0,0,0,0,-1,3,-1
201032D037110,2,1,3,2,29,6,3,0,1,1,0,-1,3,1
201042I055302,1,1,1,2,38,7,3,10,2,0,0,-1,0,-1
201034WN38680,2,2,2,1,-1,3,3,1,0,0,0,-1,3,1
201034WN38680,2,1,3,2,40,7,3,5,0,0,0,-1,0,1
201042I055302,1,1,1,1,29,8,3,0,0,0,0,-1,9,1
201014A021610,1,1,1,2,25,7,3,0,0,0,0,-1,5,1
201045GU53703,2,1,3,1,26,6,2,1,0,0,0,-1,0,-1
201045GU53703,2,1,1,1,19,6,3,4,3,0,0,-1,0,1
201037L017791,2,1,1,2,39,7,3,0,0,0,0,-1,9,1
201037L017791,2,2,1,1,49,-1,3,0,0,0,0,-1,3,1
201006G034614,1,1,1,1,20,3,3,0,0,0,0,-1,0,-1
201030D000015,1,1,3,1,38,6,3,0,0,0,0,-1,11,1
201043P202110,1,1,3,1,23,5,3,0,0,0,0,-1,3,1
201043P202110,1,1,1,1,29,6,3,0,0,0,0,-1,11,1
201004BC10253,1,1,2,1,75,6,3,0,0,0,0,-1,9,1
201054EP10210,1,2,2,1,26,7,3,0,1,0,0,-1,5,1
201045WA51716,1,2,1,1,29,7,3,0,0,0,0,-1,5,1
201037G030436,1,2,2,1,26,6,3,0,0,0,0,-1,3,1
201045WA53222,1,1,1,2,29,8,3,0,0,0,0,-1,0,1
201042I204506,4,2,1,1,34,-1,3,1,0,0,0,-1,0,1
201037L018692,1,1,2,1,26,4,3,0,0,0,0,-1,3,-1
20104100B0608,3,2,1,2,75,6,3,0,1,0,0,-1,9,1
201043W020100,1,2,2,1,54,6,3,0,0,0,0,-1,11,1
201050GC2H013,1,2,1,2,-1,7,3,5,0,0,0,-1,3,1
201050AC2D005,1,1,1,2,61,6,3,6,1,0,0,-1,11,1
201037G030436,1,2,3,2,29,6,3,0,9,0,0,-1,9,-1
201037L018692,1,1,1,2,54,10,3,0,0,0,0,-1,1,1
20104100B0608,3,1,1,2,13,11,3,0,0,0,1,-1,3,1
201042I204506,4,1,1,1,45,7,3,0,0,0,0,-1,0,-1
201043W020100,1,1,3,1,39,8,3,0,0,0,2,-1,0,-1
201045WA51716,1,2,1,1,61,9,3,5,0,0,0,-1,3,-1
201045WA53222,1,1,3,1,68,9,3,4,1,0,0,-1,11,1
201050AC2D005,1,1,3,2,-1,7,3,5,0,0,0,-1,0,-1
201050GC2H013,1,1,1,1,28,6,3,0,1,0,0,-1,9,-1
201054EP10210,1,1,2,2,45,-1,2,0,0,0,0,-1,5,1
201060L073397,2,2,2,1,26,8,3,0,0,0,0,-1,8,1
201004AL10046,1,1,1,2,50,6,3,0,0,0,0,-1,0,1
2010160C01861,1,1,2,2,61,6,3,0,0,1,0,-1,9,1
201022F000657,1,1,2,1,29,9,3,4,0,0,0,-1,3,1
201022G000993,1,1,3,1,31,6,3,0,9,0,0,-1,9,1
201032D178810,1,1,1,2,45,6,2,1,0,0,0,-1,3,1
201034NW05840,1,1,2,1,20,6,3,5,0,0,0,-1,11,-1
201037G029779,1,2,1,1,74,9,3,0,0,0,4,-1,9,-1
201034NW05840,1,1,1,1,19,7,3,4,0,0,0,-1,5,1
201037G029779,1,1,1,1,68,6,3,0,0,0,0,-1,0,1
201022E005872,1,2,1,1,39,5,3,1,0,0,4,-1,9,1
201030B000258,1,1,3,1,42,5,3,0,0,0,0,-1,11,1
201032B045710,1,1,1,2,37,8,3,0,0,0,0,-1,9,1
201060L020114,2,1,1,2,25,6,3,0,8,0,4,-1,9,1
201050JG2B008,2,2,1,2,40,4,3,0,0,0,0,-1,1,1
201050JG2B008,2,1,3,1,-1,6,3,0,0,0,0,-1,9,1
201037G030368,1,2,1,2,45,8,3,0,0,0,0,-1,9,-1
201037G030368,1,1,2,1,49,8,3,0,1,0,4,-1,3,1
201043P276030,1,1,3,1,75,7,3,0,0,0,0,-1,3,1
201043P276030,1,1,1,1,39,7,3,0,0,0,0,-1,5,1
201050GC2H032,1,1,2,1,30,7,3,0,8,0,0,-1,0,1
201043P214080,1,1,1,1,35,6,3,5,3,0,0,-1,1,1
201043P214080,1,1,3,1,68,7,3,0,0,1,0,-1,1,1
201050GC2H032,1,1,1,2,39,8,3,0,1,0,0,-1,5,1
201050GP2B018,1,1,2,1,33,6,3,0,0,0,0,-1,11,1
201050GP2B018,1,1,1,2,86,6,3,5,0,0,0,-1,9,1
201032C205110,1,1,1,2,19,4,2,0,0,0,0,-1,11,1
